ranker,cutoff,n_feat,best_model,RMSE,MAE,DirAcc
XGBoost,0.001,66,MLP,0.9417320384319211,0.7017086267487971,0.49166666666666664
XGBoost,0.01,17,MLP,0.9493028553981548,0.723695635023746,0.48333333333333334
XGBoost,0.005,30,Ridge,1.0387200090530082,0.7793253362649709,0.5333333333333333
XGBoost,0.002,49,MLP,1.1122006380554357,0.797364536690166,0.5083333333333333
—,all,126,Lasso,1.117759266000067,0.7321121992707882,0.5416666666666666
Lasso,0.01,14,GradientBoosting,1.3530705606301938,0.9182876333440072,0.5583333333333333
Lasso,0.002,17,LightGBM,1.410637856307683,0.9762848311077627,0.5583333333333333
Lasso,0.005,17,LightGBM,1.410637856307683,0.9762848311077627,0.5583333333333333
Lasso,0.001,17,LightGBM,1.410637856307683,0.9762848311077627,0.5583333333333333
